object_property (op),super-op,domain,range,functional,inverse functional,transitive,symmetric,asymmetric,reflexive,irreflexive,inverse_prop
has/Symptoms/Seeing_or_hearing_things_that_others_do_not_see_or_hear,,Mental disorder,Psychotic disorder caused by volatile inhalant,False,False,False,False,False,False,False,
has/Complications/Suicide,,Mental disorder,Psychotic disorder caused by volatile inhalant,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,inhalant-induced psychotic disorder,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,inhalant-induced psychotic disorder,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,inhalant-induced psychotic disorder,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Inhalant abuse with inhalant-induced psychotic disorder,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Inhalant abuse with inhalant-induced psychotic disorder,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Inhalant abuse with inhalant-induced psychotic disorder,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Inhalant dependence with inhalant-induced psychotic disorder,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Inhalant dependence with inhalant-induced psychotic disorder,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Inhalant dependence with inhalant-induced psychotic disorder,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,inhalant use with other inhalant-induced mental and behavioral disorders,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,inhalant use with other inhalant-induced mental and behavioral disorders,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,inhalant use with other inhalant-induced mental and behavioral disorders,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,"Sedative, hypnotic AND/OR anxiolytic-induced persisting dementia",False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,"Sedative, hypnotic AND/OR anxiolytic-induced persisting dementia",False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,"Sedative, hypnotic AND/OR anxiolytic-induced persisting dementia",False,False,False,False,False,False,False,
has/Symptoms/Language,,Mental disorder,"Sedative, hypnotic AND/OR anxiolytic-induced persisting dementia",False,False,False,False,False,False,False,
has/Medication/Acetylcholinesterase_inhibitors,,Mental disorder,"Sedative, hypnotic AND/OR anxiolytic-induced persisting dementia",False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Alcohol-induced anxiety disorder,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Alcohol-induced anxiety disorder,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Alcohol-induced anxiety disorder,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Phencyclidine-induced anxiety disorder,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Phencyclidine-induced anxiety disorder,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Phencyclidine-induced anxiety disorder,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,"Sedative, hypnotic AND/OR anxiolytic-induced anxiety disorder",False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,"Sedative, hypnotic AND/OR anxiolytic-induced anxiety disorder",False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,"Sedative, hypnotic AND/OR anxiolytic-induced anxiety disorder",False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Anxiety disorder caused by ketamine,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Anxiety disorder caused by ketamine,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Anxiety disorder caused by ketamine,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Anxiety disorder caused by dissociative drug,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Anxiety disorder caused by dissociative drug,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Anxiety disorder caused by dissociative drug,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Anxiety disorder caused by synthetic cannabinoid,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Anxiety disorder caused by synthetic cannabinoid,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Anxiety disorder caused by synthetic cannabinoid,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Anxiety disorder caused by stimulant,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Anxiety disorder caused by stimulant,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Anxiety disorder caused by stimulant,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Anxiety disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Anxiety disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Anxiety disorder caused by synthetic cathinone,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,anxiety disorder due to unspecified substance,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,anxiety disorder due to unspecified substance,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,anxiety disorder due to unspecified substance,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,anxiety disorder due to intoxication with unspecified substance,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,anxiety disorder due to intoxication with unspecified substance,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,anxiety disorder due to intoxication with unspecified substance,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,anxiety disorder due to withdrawal from unspecified substance,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,anxiety disorder due to withdrawal from unspecified substance,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,anxiety disorder due to withdrawal from unspecified substance,False,False,False,False,False,False,False,
has/Symptoms/Shakiness,,Mental disorder,Perceptual disturbances and seizures co-occurrent and due to alcohol withdrawal,False,False,False,False,False,False,False,
has/Complications/Hallucinations,,Mental disorder,Perceptual disturbances and seizures co-occurrent and due to alcohol withdrawal,False,False,False,False,False,False,False,
has/Complications/Seizures,,Mental disorder,Perceptual disturbances and seizures co-occurrent and due to alcohol withdrawal,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Perceptual disturbances and seizures co-occurrent and due to alcohol withdrawal,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Perceptual disturbances and seizures co-occurrent and due to alcohol withdrawal,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Perceptual disturbances and seizures co-occurrent and due to alcohol withdrawal,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Seizure co-occurrent and due to psychoactive substance withdrawal,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Seizure co-occurrent and due to psychoactive substance withdrawal,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Seizure co-occurrent and due to psychoactive substance withdrawal,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Perceptual disturbances co-occurrent and due to psychoactive substance withdrawal,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Perceptual disturbances co-occurrent and due to psychoactive substance withdrawal,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Perceptual disturbances co-occurrent and due to psychoactive substance withdrawal,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Psychoactive substance withdrawal without complication,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Psychoactive substance withdrawal without complication,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Psychoactive substance withdrawal without complication,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,Synthetic cannabinoid withdrawal,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,Synthetic cannabinoid withdrawal,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,Synthetic cannabinoid withdrawal,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,psychoactive substance use with withdrawal with perceptual disturbance,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,psychoactive substance use with withdrawal with perceptual disturbance,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,psychoactive substance use with withdrawal with perceptual disturbance,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,psychoactive substance use with withdrawal delirium,False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,psychoactive substance use with withdrawal delirium,False,False,False,False,False,False,False,
has/Symptoms/Movement_problems,,Mental disorder,psychoactive substance use with withdrawal delirium,False,False,False,False,False,False,False,
has/Symptoms/Personality_changes,,Mental disorder,"Sedative, hypnotic or anxiolytic abuse with withdrawal",False,False,False,False,False,False,False,
has/Symptoms/Cognitive_impairment,,Mental disorder,"Sedative, hypnotic or anxiolytic abuse with withdrawal",False,False,False,False,False,False,False,
